CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
540,Male,39,1,82531.1,1,1,0,114092.5,0
705,Male,44,0,184552.1,1,1,0,68860.3,1
540,Male,39,4,127278.3,1,1,1,16150.3,0
532,Female,66,3,0.0,1,1,1,115227.0,0
535,Female,45,2,0.0,2,0,1,170621.6,0
627,Male,23,5,184244.9,1,1,0,103099.2,0
646,Male,52,8,59669.4,1,0,0,172495.8,1
515,Female,25,7,79543.6,1,0,1,38772.8,0
697,Female,39,6,151553.2,1,1,1,44946.3,0
652,Male,27,2,166527.9,2,0,1,146007.7,0
579,Male,28,6,150329.2,1,1,0,145558.4,0
760,Male,43,8,121911.6,1,1,0,193312.3,0
769,Male,51,9,156773.8,2,1,0,40257.8,0
498,Male,29,8,127864.3,1,1,1,46677.9,0
774,Male,53,4,113709.3,1,1,1,153887.9,1
705,Female,43,7,79974.6,1,1,1,103108.3,0
648,Female,44,2,0.0,2,1,1,58652.2,0
688,Female,51,5,0.0,1,1,0,91624.1,1
592,Male,38,0,0.0,1,1,0,65986.5,1
705,Male,33,3,144428.0,2,1,0,113845.2,0
654,Male,42,7,99263.1,1,1,1,67607.9,0
624,Female,32,2,79368.9,2,1,1,145471.9,0
594,Female,30,10,0.0,2,1,1,124071.7,0
695,Female,34,9,0.0,2,1,1,67502.1,0
597,Male,28,2,0.0,3,1,1,78708.0,0
758,Female,52,7,125095.9,1,1,0,171189.8,1
737,Female,40,2,162485.8,2,1,0,149381.3,0
694,Male,37,1,95668.8,2,1,0,100335.6,0
683,Male,25,4,0.0,2,1,0,152698.2,0
538,Female,30,8,0.0,2,1,1,41193.0,0
669,Male,37,4,0.0,1,1,0,132540.3,0
730,Female,34,5,74197.4,2,1,0,96875.5,0
622,Female,31,1,89688.9,1,1,1,152305.5,0
714,Female,33,10,103121.3,2,1,1,49672.0,0
569,Female,34,3,0.0,1,1,0,133997.5,0
668,Female,59,5,120170.1,1,0,1,50454.8,0
628,Male,32,9,149136.3,2,1,1,16402.1,0
600,Male,40,1,141136.8,1,1,1,67803.8,0
693,Female,43,4,152341.6,1,1,0,9241.8,0
704,Male,36,7,120027.0,2,0,1,100601.7,0
527,Male,33,9,132168.3,1,0,0,98734.2,0
553,Male,43,6,85200.8,2,1,1,160574.1,0
575,Male,53,1,84903.3,2,0,1,26015.8,0
626,Female,32,0,0.0,2,0,0,187172.5,0
582,Male,20,4,0.0,1,1,1,55763.7,0
683,Male,40,8,0.0,1,1,0,75848.2,0
850,Male,30,9,121535.2,1,0,0,40313.5,0
653,Male,35,6,116663.0,2,1,1,23864.2,0
679,Male,60,8,0.0,2,1,1,51380.9,0
549,Female,49,6,124829.2,1,0,1,93551.4,0
850,Female,36,2,155180.6,2,0,0,169415.5,0
558,Female,32,1,108262.9,1,1,1,6935.3,0
528,Male,40,4,0.0,2,1,0,25399.7,0
801,Male,38,5,0.0,2,1,0,66256.3,0
513,Male,48,2,0.0,1,1,1,114709.1,1
666,Male,38,6,99812.9,2,1,1,158358.0,0
606,Male,35,2,132164.3,1,0,1,164815.6,0
599,Male,45,10,103583.1,1,1,0,132127.7,1
544,Male,39,4,142406.4,2,1,0,146637.5,0
529,Male,38,7,99842.5,2,1,0,90256.1,1
850,Female,41,5,0.0,2,1,1,34827.4,0
497,Male,41,9,0.0,1,0,0,22074.5,0
764,Female,39,5,81042.4,1,0,1,109805.2,0
603,Female,48,5,0.0,1,1,0,100478.6,1
609,Male,40,6,0.0,2,1,1,97416.3,0
487,Male,53,4,199689.5,1,1,1,24207.9,1
748,Male,33,1,142645.4,1,0,0,69132.7,0
710,Female,75,5,0.0,2,1,1,9376.9,0
432,Female,45,3,110219.1,1,1,0,43046.7,1
534,Male,51,3,0.0,2,0,1,20856.3,0
607,Male,25,3,0.0,2,0,0,187048.7,0
551,Male,32,4,0.0,2,1,0,53420.5,0
674,Male,45,7,142072.0,1,1,0,37013.3,0
525,Female,25,6,0.0,2,1,0,89566.6,0
645,Male,33,8,149564.6,1,0,0,149913.8,0
755,Female,43,9,0.0,2,1,0,18066.7,0
708,Male,37,8,153366.1,1,1,1,26912.3,0
715,Male,21,6,76467.2,1,1,1,173511.7,0
727,Female,26,9,121508.3,1,1,1,146785.4,0
559,Female,27,1,0.0,1,0,1,1050.3,0
545,Male,36,8,73211.1,2,1,0,89587.3,1
524,Male,22,9,0.0,2,1,0,74405.3,0
707,Female,55,1,0.0,2,0,1,54409.5,0
671,Male,38,0,92674.9,2,1,0,3647.6,0
439,Male,52,3,96196.2,4,1,0,198874.5,1
667,Female,36,1,114391.6,1,1,1,53412.5,0
831,Male,32,9,80262.7,1,1,0,194867.8,0
545,Female,33,7,173331.5,1,1,0,150452.9,0
604,Female,35,7,147285.5,1,1,1,57807.1,0
657,Male,67,5,119785.5,2,1,1,107534.3,0
487,Female,36,1,140137.2,1,1,0,194073.3,0
750,Female,52,6,107467.6,1,1,0,126233.2,1
694,Female,37,8,98218.0,2,1,0,182354.5,1
711,Female,35,2,133607.8,1,1,1,120586.3,0
551,Male,37,3,0.0,2,1,1,50578.4,0
559,Female,38,8,95139.4,1,1,1,86575.5,0
620,Female,29,3,0.0,2,0,1,153392.3,0
660,Male,42,5,0.0,2,1,0,115509.6,0
449,Female,37,6,0.0,2,1,0,82176.5,0
703,Female,26,1,97331.2,1,1,0,63717.5,0
795,Male,37,2,139265.6,2,1,1,198745.9,0
594,Female,31,9,0.0,1,0,1,5719.1,0
586,Male,34,5,168094.0,1,0,0,20058.6,0
613,Female,30,5,131563.9,2,1,0,170639.0,0
601,Male,44,3,0.0,2,1,0,30607.1,0
657,Male,50,9,0.0,2,0,0,37171.5,0
531,Male,31,3,0.0,1,1,1,42589.3,0
621,Male,47,7,107363.3,1,1,1,66799.3,0
782,Female,33,2,94493.0,1,0,1,101866.4,0
528,Female,29,9,170214.2,2,1,0,49284.0,0
696,Male,52,6,139781.1,1,1,0,27445.4,1
586,Female,35,7,0.0,2,1,0,70760.7,0
626,Female,26,8,148610.4,3,0,1,104502.0,1
498,Male,73,2,170241.7,2,1,1,165408.0,0
691,Female,33,1,128306.8,1,1,1,113580.8,0
568,Female,47,7,0.0,2,1,1,45978.4,0
715,Female,35,3,0.0,1,1,1,152012.4,0
680,Male,32,7,175454.0,1,0,1,77349.9,0
802,Male,41,6,0.0,2,1,0,47322.1,0
539,Female,22,0,100885.9,2,1,1,38772.7,0
494,Male,69,9,93320.8,1,1,1,24489.4,0
594,Male,38,6,63176.4,2,1,1,14466.1,0
596,Male,33,2,139451.7,1,0,0,63142.1,0
649,Female,52,8,49113.8,1,1,0,41858.4,0
699,Male,32,1,123906.2,3,1,1,127443.8,1
787,Female,40,6,0.0,2,1,1,84152.0,0
604,Male,28,7,0.0,2,0,0,58595.6,0
489,Female,52,1,131441.5,1,1,0,37240.1,1
651,Male,56,2,0.0,1,1,0,114522.7,1
698,Male,57,6,136325.5,2,1,1,72549.3,1
578,Female,38,4,113150.4,2,1,0,176712.6,1
538,Female,42,9,0.0,1,0,0,152856.0,0
696,Female,33,4,0.0,2,1,1,73371.7,0
507,Female,46,8,102785.2,1,1,1,70323.7,0
685,Male,34,6,83264.3,1,0,0,9663.3,0
705,Male,41,4,72252.6,2,1,1,142514.7,0
499,Female,29,6,148051.5,1,1,0,118623.9,0
717,Female,76,9,138489.7,1,1,1,68400.1,0
510,Male,63,8,0.0,2,1,1,115291.9,0
632,Male,32,6,111589.3,1,1,1,170383.0,0
668,Female,39,0,122104.8,1,1,0,112946.7,1
744,Male,32,4,96106.8,1,1,1,79812.8,0
663,Male,42,7,115930.9,1,1,0,19862.8,0
638,Female,37,7,124513.7,2,1,0,158610.9,0
688,Female,54,9,0.0,1,1,0,191212.6,1
588,Male,46,8,0.0,1,1,0,61931.2,0
631,Male,33,7,0.0,1,1,1,58043.0,1
687,Male,35,8,100988.4,2,1,0,22247.3,0
599,Male,44,10,118577.2,1,1,1,31448.5,0
718,Male,28,6,0.0,2,1,0,146875.9,0
730,Male,27,5,0.0,2,1,1,116081.9,0
533,Female,39,2,0.0,1,0,1,73669.9,1
711,Female,28,5,0.0,2,1,1,93960.0,0
555,Female,26,9,0.0,2,0,1,158918.0,0
850,Female,42,9,113311.1,1,1,1,198193.8,0
678,Female,41,9,0.0,1,0,0,13160.0,0
576,Male,32,7,0.0,2,1,0,4660.9,0
835,Male,20,4,124365.4,1,0,0,180197.7,1
592,Male,42,1,147249.3,2,1,1,63023.0,0
774,Male,36,7,103688.2,1,0,1,118971.7,0
620,Female,29,1,138740.2,2,0,0,154700.6,0
519,Male,39,4,111900.1,1,1,1,97577.2,0
734,Female,37,0,152760.2,1,1,1,48990.5,0
763,Male,31,7,143966.3,2,1,1,140263.0,1
733,Male,51,10,141557.0,1,1,0,130189.5,0
650,Female,43,6,0.0,2,1,1,16301.9,0
538,Female,33,5,0.0,2,1,0,126962.4,0
577,Female,46,1,0.0,1,1,1,158750.5,0
792,Male,30,8,0.0,2,1,0,199644.2,0
686,Female,41,10,0.0,1,1,1,144272.7,1
589,Male,29,2,0.0,2,0,1,98320.3,0
530,Male,25,9,162560.3,1,1,0,64129.0,0
778,Female,29,7,123229.5,1,1,0,181221.1,0
616,Male,31,7,76665.7,2,1,1,163809.1,0
550,Male,38,9,140279.0,3,1,1,171457.1,1
655,Female,51,3,0.0,2,0,1,15801.0,0
721,Male,46,1,115764.3,2,0,0,102950.8,0
499,Male,36,5,131142.5,2,1,0,174918.5,0
511,Male,45,5,68375.3,1,1,0,193160.3,1
579,Female,39,5,117833.3,3,0,0,5831.0,1
696,Female,36,7,0.0,2,1,1,82298.6,0
681,Male,34,7,0.0,2,0,0,130686.6,0
815,Male,45,7,0.0,1,0,1,52885.2,1
681,Male,30,2,111093.0,1,1,0,68986.0,0
641,Male,42,9,132657.6,1,1,0,35367.2,0
591,Female,56,9,128882.5,1,1,1,196241.9,1
565,Male,59,9,69129.6,1,1,1,170705.5,0
487,Male,37,6,0.0,2,1,1,126477.4,0
729,Male,39,4,121404.6,1,1,1,159618.2,0
505,Female,45,9,131355.3,3,1,0,195395.3,1
580,Female,35,1,102097.3,1,0,1,168285.9,0
642,Male,40,1,154863.2,1,1,1,138052.5,0
850,Female,41,3,99945.9,2,1,0,71179.3,0
616,Male,39,2,121704.3,2,1,0,55556.3,0
526,Female,43,3,0.0,2,1,0,31705.2,0
523,Male,35,8,138782.8,1,1,1,186118.9,0
663,Male,35,9,0.0,2,1,1,195580.3,0
840,Male,30,8,136291.7,1,1,0,54113.4,0
570,Male,42,0,107856.6,2,1,0,127528.8,0
676,Female,26,1,108348.7,1,0,0,60231.7,1
689,Male,47,1,93872.0,3,1,0,156878.4,1
703,Female,45,1,0.0,1,1,0,182784.1,1
491,Male,19,2,125860.2,1,0,0,129690.5,0
584,Male,49,8,172713.4,1,1,0,113860.8,0
810,Female,51,5,0.0,2,0,1,184524.7,0
745,Female,59,8,0.0,1,1,1,36125.0,0
625,Female,39,3,130786.9,1,0,1,121316.1,0
535,Female,29,2,112367.3,1,1,0,185630.8,0
729,Female,45,7,91091.1,2,1,0,71133.1,0
655,Female,26,7,106198.5,1,0,1,32020.4,0
751,Male,47,5,142669.9,2,1,0,162761.0,0
525,Male,33,1,112833.4,1,0,1,175178.6,0
532,Female,40,5,0.0,2,0,1,177099.7,0
696,Female,43,4,0.0,2,1,1,66406.4,0
786,Female,32,2,104336.4,2,0,0,59559.8,0
580,Male,55,6,104305.7,1,0,1,175750.2,0
596,Male,47,5,140187.1,2,1,1,174311.3,0
683,Male,39,4,0.0,2,1,0,171716.8,0
747,Female,45,1,114959.1,1,1,0,189362.4,1
602,Male,33,5,164704.4,1,0,1,180716.1,1
779,Male,62,10,119096.6,1,0,1,116977.9,0
551,Male,31,1,0.0,2,1,1,185105.4,0
666,Male,47,2,0.0,1,1,0,35047.0,1
526,Male,30,8,0.0,1,1,0,36251.0,0
849,Female,41,9,115465.3,1,1,0,103174.5,0
471,Female,27,4,0.0,2,1,0,122642.1,0
628,Male,43,3,184926.6,1,1,0,122937.6,0
674,Male,43,8,85957.9,2,1,0,8757.4,0
797,Male,32,10,114084.6,1,0,1,125782.3,0
590,Female,29,2,166930.8,2,1,0,122487.7,0
588,Female,27,8,0.0,1,1,0,20066.4,0
577,Male,29,7,0.0,2,1,1,55473.2,0
571,Female,38,6,107193.8,2,0,0,38962.9,0
680,Male,36,3,116275.1,1,1,1,63795.8,0
648,Female,27,7,0.0,2,1,1,163060.4,0
618,Male,39,2,91068.6,1,1,0,26578.7,0
648,Male,41,5,123049.2,1,0,1,5066.8,0
759,Female,39,6,0.0,2,1,1,140497.7,0
585,Male,40,7,0.0,2,0,0,146157.0,0
774,Female,42,3,137781.7,1,0,0,199316.2,0
697,Female,48,2,108129.0,2,1,1,103944.4,0
605,Male,39,10,105317.7,2,1,0,138021.4,0
676,Male,20,1,80569.7,1,0,0,68622.0,0
678,Female,22,4,174852.9,1,1,1,28149.1,0
495,Female,45,3,89158.9,3,1,0,135169.8,1
787,Female,85,10,0.0,2,1,1,116538.0,0
770,Male,36,2,89800.1,1,1,1,105922.7,0
817,Male,45,9,101207.8,1,0,0,88211.1,1
659,Male,43,1,106086.4,2,1,0,26900.6,0
693,Male,21,1,0.0,2,1,1,3494.0,0
744,Male,47,9,0.0,2,1,0,113163.2,0
829,Female,26,8,101440.4,2,1,1,19324.5,0
716,Male,38,4,0.0,2,1,0,189678.7,0
671,Male,34,7,106603.7,2,1,1,26387.7,0
835,Female,29,10,130420.2,2,0,0,106276.6,0
636,Female,38,1,0.0,1,1,0,45015.4,0
649,Male,29,2,45022.2,1,1,1,173495.8,0
621,Male,27,1,74298.4,1,1,1,52582.0,0
658,Female,31,3,133003.0,1,0,1,146339.3,1
784,Male,48,7,0.0,2,1,1,182610.0,0
783,Female,37,1,136689.7,1,1,0,197890.7,0
615,Male,32,4,0.0,2,1,1,6225.6,0
791,Female,44,5,0.0,2,1,1,123977.9,1
762,Male,53,1,102520.4,1,1,1,170195.4,0
607,Male,35,2,0.0,2,1,1,114190.3,0
601,Female,34,5,0.0,2,1,0,27022.6,0
540,Male,67,1,88382.0,1,0,1,59457.0,0
812,Male,44,4,115049.2,2,1,0,165038.4,0
685,Male,58,1,104796.5,1,1,1,154181.4,0
680,Male,33,1,123082.1,1,1,0,134961.0,0
680,Female,58,8,0.0,2,1,1,65708.5,0
631,Female,33,8,0.0,2,0,0,117374.2,0
569,Female,43,7,0.0,2,1,1,77703.2,0
584,Male,33,3,88311.5,2,1,1,177651.4,0
582,Female,40,9,0.0,3,1,1,60954.5,0
609,Male,32,7,71872.2,1,1,1,151924.9,0
506,Male,35,6,110046.9,2,1,0,26318.7,0
503,Male,42,8,104430.1,1,1,1,147557.7,0
503,Female,28,5,0.0,2,1,0,125918.2,0
806,Male,31,10,138653.5,1,1,0,190803.4,0
653,Female,31,7,102575.0,1,1,1,11043.5,0
666,Male,43,7,137780.7,2,1,1,119100.1,1
674,Male,32,2,0.0,2,1,0,140579.2,0
798,Male,32,7,0.0,2,0,1,37732.0,0
740,Female,30,8,105209.5,1,1,0,1852.6,0
531,Female,32,0,109570.2,2,1,1,172049.8,0
614,Female,44,6,118715.9,1,1,0,133591.1,1
556,Male,35,10,0.0,2,1,1,192751.2,0
678,Female,43,2,153393.2,2,1,1,193828.3,0
587,Male,33,6,132603.4,1,1,0,55775.7,0
527,Female,36,6,0.0,2,1,1,102280.3,0
757,Female,34,1,129398.0,2,0,0,44965.4,0
468,Male,28,3,0.0,2,1,0,170661.0,0
693,Male,29,2,151352.7,1,0,0,197145.9,0
483,Female,44,5,136836.5,1,1,0,192359.9,1
466,Male,40,4,91592.1,1,1,0,141210.2,1
770,Female,30,8,0.0,2,1,0,100557.0,0
734,Female,54,3,0.0,1,1,0,130805.5,1
716,Female,22,8,0.0,2,1,1,92607.0,0
439,Male,36,2,165536.3,2,1,1,123956.8,0
538,Male,25,5,62483.0,1,1,1,102758.4,0
743,Male,40,8,68155.6,1,1,0,94876.7,0
734,Female,43,3,55853.3,2,0,1,94811.9,1
656,Male,37,2,0.0,2,0,1,67840.8,0
666,Female,31,2,79589.4,1,0,0,4050.6,0
627,Male,41,5,100880.8,1,0,1,134665.3,0
480,Female,25,3,174330.4,2,0,0,181647.1,0
792,Male,19,7,143390.5,1,1,0,33282.8,0
613,Male,59,8,91415.8,1,0,0,27965.0,1
476,Male,30,3,134366.4,1,1,0,68343.5,0
539,Female,24,3,0.0,2,1,1,198161.1,0
696,Male,60,8,88786.8,1,1,1,196858.4,0
810,Male,35,3,96814.5,2,1,1,120511.0,0
763,Male,32,9,160680.4,1,1,0,30886.4,0
640,Female,29,3,0.0,2,1,0,2743.7,0
655,Female,47,10,0.0,2,1,0,167778.6,0
526,Male,31,5,145537.2,1,1,0,132404.6,0
678,Female,28,4,0.0,2,1,1,144423.2,1
554,Female,45,6,0.0,2,1,1,181204.5,0
597,Female,30,2,119370.1,1,1,1,182726.2,1
560,Female,28,1,0.0,2,1,1,120880.7,0
850,Female,47,10,134381.5,1,0,0,26812.9,1
546,Female,74,8,114888.7,2,1,1,66732.6,1
623,Male,42,1,149332.5,2,1,0,100834.2,0
698,Female,40,7,105061.7,3,1,0,107815.3,1
620,Male,32,7,0.0,2,1,1,34665.8,0
619,Female,40,10,0.0,1,1,1,147093.8,1
561,Male,21,4,0.0,1,1,1,36942.4,0
753,Female,39,7,155062.8,1,1,1,16460.8,0
721,Male,43,3,88798.3,1,0,0,45610.6,0
451,Male,33,6,0.0,2,1,0,184954.1,0
680,Female,51,5,143139.9,1,0,0,47795.4,1
590,Female,23,7,0.0,2,1,0,196789.9,0
634,Male,27,3,107027.5,1,1,0,173425.7,0
676,Male,29,4,140720.9,1,1,0,36221.2,0
642,Male,30,8,80964.6,2,1,0,174738.2,0
760,Male,39,6,178585.5,1,1,0,67131.3,1
736,Female,26,4,135889.1,1,1,1,165692.0,0
656,Male,43,7,134919.9,1,1,0,194692.0,0
776,Male,33,8,115130.3,1,0,0,129525.5,1
832,Female,34,6,138190.1,2,0,1,146511.2,0
631,Male,37,9,131519.5,2,1,1,51752.2,0
795,Female,56,5,0.0,1,1,0,35418.7,1
648,Female,39,3,126936.0,2,0,1,57995.7,0
615,Male,39,4,133707.1,1,1,1,108152.8,0
682,Female,27,1,97893.2,1,1,0,166145.0,0
694,Male,34,5,127900.0,1,1,0,101737.8,0
694,Male,37,10,143835.5,1,0,1,33326.7,0
607,Male,44,0,0.0,2,1,1,81140.1,0
664,Male,48,10,0.0,1,1,0,140173.2,1
756,Male,60,2,0.0,1,1,1,166513.5,1
645,Female,40,3,129596.8,1,1,1,103232.6,0
653,Male,30,4,0.0,2,1,0,120736.0,0
710,Female,24,2,110407.4,2,0,0,15832.4,1
697,Female,76,7,0.0,2,0,1,188772.5,0
619,Female,41,8,142015.8,2,1,0,114323.7,0
648,Male,55,1,81370.1,1,0,1,181534.0,0
482,Female,48,2,69329.5,1,0,0,102640.5,1
548,Female,28,8,116755.5,2,1,1,158585.2,1
752,Male,44,6,83870.3,1,1,0,178722.2,0
648,Female,39,6,130694.9,2,1,1,153955.4,1
643,Female,34,8,117451.5,1,1,0,65374.9,0
573,Female,35,9,206868.8,2,0,1,102986.2,0
686,Female,39,3,111695.6,1,0,0,136643.8,0
644,Female,40,9,137285.3,4,1,0,77063.6,1
702,Female,29,6,149218.4,1,1,1,9633.0,0
652,Male,51,7,0.0,2,0,1,43496.4,0
641,Male,32,7,0.0,2,1,1,24267.3,0
692,Female,41,8,130701.3,1,1,0,59354.2,1
574,Male,34,5,0.0,2,0,0,28269.9,0
643,Female,31,3,167949.5,1,1,0,143162.3,0
834,Male,23,4,131254.8,1,1,0,20199.3,0
591,Male,28,5,0.0,2,1,1,48606.9,0
470,Male,34,9,0.0,2,0,1,89013.7,0
608,Male,34,7,86656.1,1,0,1,59890.3,0
649,Female,37,8,114737.3,1,1,1,106655.9,1
665,Female,38,5,0.0,2,1,0,156439.6,0
651,Female,39,6,0.0,1,1,0,24176.4,0
555,Male,62,4,119817.3,1,0,1,43507.1,1
637,Female,48,7,130807.0,2,1,1,132005.9,1
675,Female,49,0,0.0,1,1,1,80496.7,1
677,Male,40,5,0.0,2,1,0,88947.6,0
850,Female,35,2,80931.8,1,0,0,12639.7,1
815,Female,56,3,0.0,3,1,1,94248.2,1
665,Male,32,1,132178.7,1,0,0,11865.8,0
485,Female,27,3,0.0,2,1,0,141449.9,0
577,Male,43,6,0.0,2,1,1,149457.8,0
586,Female,35,7,164769.0,3,1,0,119814.3,1
722,Male,29,1,107233.9,2,1,0,24924.9,0
528,Female,27,7,176227.1,2,0,1,139481.5,0
542,Female,39,4,109949.4,2,1,1,41268.7,0
552,Female,34,5,0.0,2,1,1,1351.4,0
678,Female,60,10,117738.8,1,1,0,147489.8,1
575,Female,37,9,133292.5,1,1,0,111175.1,0
669,Female,43,1,160474.6,1,1,1,95963.1,0
636,Male,43,6,0.0,2,1,0,43129.0,0
667,Male,55,9,154393.4,1,1,1,137675.0,1
652,Female,45,9,110827.5,1,1,1,153383.5,1
637,Female,36,10,145750.5,2,1,1,96660.8,0
516,Female,45,8,109044.3,1,0,1,115818.2,0
801,Female,32,4,75170.5,1,1,1,37898.5,0
692,Female,42,2,0.0,2,1,0,145222.9,0
585,Female,28,6,105795.9,1,1,1,41219.1,0
590,Male,32,5,0.0,2,1,0,59249.8,0
554,Male,66,8,0.0,2,1,1,116747.6,0
659,Female,49,1,0.0,1,1,0,116249.7,1
690,Female,26,3,118097.9,1,1,0,61257.8,0
697,Male,29,0,172693.5,1,0,0,141799.0,0
610,Male,36,4,129440.3,2,1,0,102638.4,0
599,Male,36,4,0.0,2,0,0,13210.6,0
544,Male,23,1,96471.2,1,1,0,35551.0,0
548,Female,46,1,0.0,1,1,1,104469.1,1
635,Male,24,4,140197.2,1,1,1,142935.8,0
722,Male,20,6,0.0,2,1,0,195486.3,0
564,Female,33,4,135946.3,1,1,0,63170.0,0
719,Male,69,3,0.0,2,1,1,58320.1,0
547,Male,50,3,81290.0,3,0,1,177747.0,1
850,Female,42,8,0.0,1,1,0,19632.6,1
515,Male,60,9,113715.4,1,1,0,18424.2,1
667,Male,56,2,168883.1,1,0,1,18897.8,0
607,Male,36,8,143421.7,1,1,0,97879.0,0
525,Male,26,7,153644.4,1,1,1,63197.9,0
606,Female,53,1,109330.1,1,1,1,75860.0,0
686,Female,27,1,115095.9,2,0,0,78622.5,0
611,Male,35,10,0.0,1,1,1,23598.2,1
827,Male,46,1,183276.3,1,1,1,13460.3,0
572,Male,33,9,68193.7,1,1,0,19998.3,0
726,Female,32,8,0.0,2,0,0,185075.6,0
579,Male,31,6,139729.5,1,0,1,135815.4,0
598,Female,56,4,98365.3,1,1,1,44251.3,0
663,Male,36,10,0.0,2,1,0,136349.6,0
505,Female,37,10,122454.0,2,1,1,52694.0,0
576,Male,30,7,132174.4,2,0,0,93767.0,0
555,Female,24,2,0.0,2,0,1,197866.6,0
524,Male,30,1,0.0,2,1,0,126812.9,0
776,Male,39,2,104349.5,1,0,0,79503.1,0
645,Female,41,2,138881.0,1,1,0,129936.5,1
850,Female,32,0,116968.9,1,0,0,175094.6,0
603,Male,35,1,105346.0,2,1,1,130379.5,0
691,Male,26,9,136623.2,1,1,0,153228.0,0
583,Female,29,10,0.0,2,1,1,111285.9,0
584,Female,66,5,0.0,1,1,0,49553.4,1
679,Female,33,6,0.0,2,1,1,98015.9,0
646,Male,36,6,124445.5,1,1,0,88481.3,0
559,Female,34,5,68999.7,2,1,1,66879.3,0
595,Male,36,6,85768.4,1,1,1,24802.8,0
527,Male,47,1,0.0,1,1,0,21312.2,1
684,Male,34,9,100628.0,2,1,1,190263.8,0
673,Female,32,0,0.0,1,1,1,72873.3,0
802,Male,38,7,0.0,2,0,1,57764.7,0
675,Male,54,6,0.0,1,1,0,110273.8,1
762,Female,19,6,0.0,2,1,0,55500.2,0
580,Male,50,0,125647.4,1,1,0,57541.1,1
621,Female,31,8,100375.4,1,1,1,90384.3,0
411,Female,36,10,0.0,1,0,0,120694.4,0
815,Male,24,7,171922.7,1,0,1,178029.0,0
631,Female,32,2,146811.0,2,1,1,180990.3,0
514,Female,45,3,109032.2,1,0,1,155407.2,1
638,Male,57,6,0.0,1,1,0,33676.5,1
791,Male,25,7,0.0,1,1,0,89666.3,0
516,Male,35,5,128653.6,1,1,0,127558.3,0
734,Male,37,3,80387.8,1,0,1,77272.6,0
611,Male,58,8,0.0,2,0,1,107665.7,1
850,Male,43,0,108508.8,3,1,0,184044.8,1
641,Male,31,10,155978.2,1,1,0,91510.7,0
585,Female,38,5,0.0,1,1,1,87363.6,0
552,Male,50,4,121175.6,1,1,0,117505.1,1
507,Female,29,4,89349.5,2,0,0,180626.7,0
735,Male,38,7,86131.7,2,0,0,93479.0,0
707,Female,58,3,102346.9,1,1,1,114672.6,0
698,Female,36,7,121263.6,1,1,1,13387.9,0
841,Male,31,2,0.0,2,1,0,173240.5,0
688,Female,33,2,0.0,1,0,0,27557.2,1
614,Male,51,3,0.0,2,1,1,5552.4,0
511,Male,48,6,149726.1,1,0,0,88307.9,1
447,Male,43,2,0.0,2,1,0,33879.3,1
738,Male,35,5,161274.1,2,1,0,181429.9,0
422,Female,33,2,0.0,2,1,0,102655.3,0
537,Male,30,1,103138.2,1,1,1,96555.4,0
707,Female,40,3,109628.4,1,1,0,189366.0,0
690,Male,54,5,0.0,1,1,0,12847.6,1
664,Male,33,7,97286.2,2,1,0,143433.3,0
850,Female,33,7,118004.3,1,1,0,183983.8,0
584,Male,32,9,85534.8,1,0,0,169137.2,0
728,Female,59,4,0.0,1,1,1,163365.9,1
560,Female,43,4,95140.4,2,1,0,123181.4,1
629,Female,31,6,0.0,1,1,1,16447.6,1
658,Male,25,3,0.0,2,0,1,173948.4,0
794,Female,54,1,75900.8,1,1,1,192154.7,0
790,Female,41,2,126619.3,1,1,0,198224.4,0
640,Male,44,7,111833.5,1,1,0,67202.7,0
652,Male,37,7,0.0,2,1,0,68789.9,0
583,Female,57,3,238387.6,1,0,1,147965.0,1
775,Female,32,2,108699.0,2,1,1,161069.7,0
584,Female,39,2,112687.7,1,1,1,127749.6,0
635,Female,48,4,81556.9,2,1,0,191914.4,0
814,Male,48,9,136596.9,1,1,1,185791.9,0
735,Female,43,9,98807.5,1,0,0,184570.0,1
678,Female,31,1,0.0,2,0,1,130446.7,0
693,Male,37,1,0.0,2,1,1,82867.6,0
640,Female,30,6,107499.7,1,1,1,187632.2,0
773,Female,23,8,0.0,2,1,0,56759.8,0
736,Female,30,9,0.0,2,1,0,34180.3,0
693,Female,28,8,0.0,2,1,1,158545.3,0
496,Female,41,1,176024.1,2,1,0,182338.0,0
751,Female,39,3,0.0,2,1,1,84175.3,0
528,Male,39,0,127631.6,1,0,1,22197.8,1
754,Female,19,9,0.0,1,1,0,189641.1,0
568,Female,26,10,109819.2,2,1,0,154491.4,0
592,Female,41,2,138734.9,1,1,0,90020.7,0
558,Male,25,10,111363.1,2,1,0,197264.4,0
825,Male,34,9,0.0,2,1,1,31933.1,0
677,Male,28,0,143988.0,2,1,0,8755.7,1
653,Male,34,5,118838.8,1,1,1,52820.1,0
593,Male,35,4,161637.8,1,1,1,20008.5,0
632,Female,44,3,133793.9,1,1,1,34607.1,1
601,Male,35,8,71553.8,1,1,0,177384.5,0
786,Female,62,8,0.0,1,1,1,165702.6,0
654,Female,40,3,0.0,2,1,0,167889.1,0
572,Female,38,7,0.0,2,1,1,133122.6,0
813,Female,62,10,64668.0,2,0,1,140454.1,0
523,Female,28,2,121164.1,1,1,1,59938.8,0
506,Male,50,3,0.0,2,1,0,12016.8,0
